camera,sample_index,ros_time_sec,frame_id,marker_id,x,y,z,qx,qy,qz,qw
left,48,1780494980.6858287,camera_left_optical_link,25,-0.11630092800327668,0.06585907061786515,0.2736822914267924,-0.014645537303900452,0.9962975779690948,0.0842911837228401,-0.00846408391960894
left,48,1780494980.6858287,camera_left_optical_link,23,0.19517876080960841,0.06510266276678423,0.2824440057766512,0.011620234061537853,0.9948828724121299,0.08619188389293542,0.05141983559222529
left,49,1780494980.7848215,camera_left_optical_link,24,0.03787992814421103,0.06318768713159957,0.2649216535009011,-0.001209734577503633,0.9945203660429214,0.10447961411023365,0.0034334098914147963
left,49,1780494980.7848215,camera_left_optical_link,25,-0.11618870877357187,0.06591807999106693,0.273599043037397,-0.010280856621846707,0.9967447930859097,0.07871743840598432,-0.014060097227554236
left,49,1780494980.7848215,camera_left_optical_link,23,0.19603874186297576,0.06551697277505741,0.28382857942998113,0.009137045159158762,0.9948422937532856,0.08681771878701534,0.05165277020721897
left,50,1780494980.885921,camera_left_optical_link,24,0.03808551778622662,0.06334689966122677,0.2656213903890343,-0.003356447704649618,0.994762272938538,0.10170644916498575,0.009620436331570975
left,50,1780494980.885921,camera_left_optical_link,25,-0.11684503268883585,0.06626703361609093,0.2749966388152502,-0.014148437487684924,0.9963045059288623,0.08466731169133358,-0.0029324927050704357
left,50,1780494980.885921,camera_left_optical_link,23,0.1963312545388522,0.06558244051262377,0.2841241113340355,0.010416395240653633,0.9951353136803197,0.0854959729977493,0.047829329680965225
left,51,1780494980.9833043,camera_left_optical_link,24,0.03781999396517986,0.06314023684422554,0.2643764548724498,-0.0010112962306005069,0.9948097155613522,0.10125480616912372,0.010003565980623524
left,51,1780494980.9833043,camera_left_optical_link,25,-0.11630092800327668,0.06585907061786515,0.2736822914267924,-0.014645537303900452,0.9962975779690948,0.0842911837228401,-0.00846408391960894
left,51,1780494980.9833043,camera_left_optical_link,23,0.19517876080960841,0.06510266276678423,0.2824440057766512,0.011620234061537853,0.9948828724121299,0.08619188389293542,0.05141983559222529
left,52,1780494981.0819018,camera_left_optical_link,24,0.03787992814421103,0.06318768713159957,0.2649216535009011,-0.001209734577503633,0.9945203660429214,0.10447961411023365,0.0034334098914147963
